CVE_ID,Status,Descriptions,Weaknesses,Source Identifier,Published,Last Modified,CVSS_Metric_V2_Primary_version,CVSS_Metric_V2_Primary_vectorString,CVSS_Metric_V2_Primary_accessVector,CVSS_Metric_V2_Primary_accessComplexity,CVSS_Metric_V2_Primary_authentication,CVSS_Metric_V2_Primary_confidentialityImpact,CVSS_Metric_V2_Primary_integrityImpact,CVSS_Metric_V2_Primary_availabilityImpact,CVSS_Metric_V2_Primary_baseScore,CVSS_Metric_V2_Primary_exploitabilityScore,CVSS_Metric_V2_Primary_impactScore,CVSS_Metric_V3.1_Secondary_version,CVSS_Metric_V3.1_Secondary_vectorString,CVSS_Metric_V3.1_Secondary_attackVector,CVSS_Metric_V3.1_Secondary_attackComplexity,CVSS_Metric_V3.1_Secondary_privilegesRequired,CVSS_Metric_V3.1_Secondary_userInteraction,CVSS_Metric_V3.1_Secondary_scope,CVSS_Metric_V3.1_Secondary_confidentialityImpact,CVSS_Metric_V3.1_Secondary_integrityImpact,CVSS_Metric_V3.1_Secondary_availabilityImpact,CVSS_Metric_V3.1_Secondary_baseScore,CVSS_Metric_V3.1_Secondary_baseSeverity,CVSS_Metric_V3.1_Secondary_exploitabilityScore,CVSS_Metric_V3.1_Secondary_impactScore,CVSS_Metric_V3.1_Primary_version,CVSS_Metric_V3.1_Primary_vectorString,CVSS_Metric_V3.1_Primary_attackVector,CVSS_Metric_V3.1_Primary_attackComplexity,CVSS_Metric_V3.1_Primary_privilegesRequired,CVSS_Metric_V3.1_Primary_userInteraction,CVSS_Metric_V3.1_Primary_scope,CVSS_Metric_V3.1_Primary_confidentialityImpact,CVSS_Metric_V3.1_Primary_integrityImpact,CVSS_Metric_V3.1_Primary_availabilityImpact,CVSS_Metric_V3.1_Primary_baseScore,CVSS_Metric_V3.1_Primary_baseSeverity,CVSS_Metric_V3.1_Primary_exploitabilityScore,CVSS_Metric_V3.1_Primary_impactScore
CVE-2001-1533,Modified,"Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to cause a denial of service via a flood of fragmented UDP packets.  NOTE: the vendor disputes this issue, saying that it requires high bandwidth to exploit, and the server does not experience any instability.  Therefore this ""laws of physics"" issue might not be included in CVE","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2024-08-08T05:15:49.460,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1534,Analyzed,"mod_usertrack in Apache 1.3.11 through 1.3.20 generates session ID's using predictable information including host IP address, system time and server process ID, which allows local users to obtain session ID's and bypass authentication when these session ID's are used for authentication.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-384'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2021-07-15T20:37:56.323,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1535,Analyzed,"Slashcode 2.0 creates new accounts with an 8-character random password, which could allow local users to obtain session ID's from cookies and gain unauthorized access via a brute force attack.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:48.090,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1536,Analyzed,"Autogalaxy stores usernames and passwords in cleartext in cookies, which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross-site scripting attack.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-312'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2024-02-10T03:04:16.573,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6
CVE-2001-1537,Analyzed,"The default ""basic"" security setting' in config.php for TWIG webmail 2.7.4 and earlier stores cleartext usernames and passwords in cookies, which could allow attackers to obtain authentication information and gain privileges.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-312'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2024-02-13T16:19:41.493,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,7.5,HIGH,3.9,3.6
CVE-2001-1538,Analyzed,"SpeedXess HA-120 DSL router has a default administrative password of ""speedxess"", which allows remote attackers to gain access.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:48.527,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1539,Analyzed,Stack consumption vulnerability in Internet Explorer The JavaScript settimeout function in Internet Explorer allows remote attackers to cause a denial of service (crash) via the JavaScript settimeout function.  NOTE: the vendor could not reproduce the problem.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2021-07-23T15:03:06.753,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1540,Analyzed,"IPRoute 0.973, 0.974 and 1.18 allows remote attackers to cause a denial of service via fragmented IP packets that split the TCP header.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:48.810,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1541,Analyzed,Buffer overflow in Unix-to-Unix Copy Protocol (UUCP) in BSDI BSD/OS 3.0 through 4.2 allows local users to execute arbitrary code via a long command line argument.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:48.967,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1542,Modified,"NAI WebShield SMTP 4.5 and possibly 4.5 MR1a does not filter improperly MIME encoded email attachments, which could allow remote attackers to bypass filtering and possibly execute arbitrary code in email clients that process the invalid attachments.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2011-03-08T02:07:32.187,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1543,Analyzed,"Axis network camera 2120, 2110, 2100, 200+ and 200 contains a default administration password ""pass"", which allows remote attackers to gain access to the camera.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:49.263,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1544,Analyzed,"Directory traversal vulnerability in Macromedia JRun Web Server (JWS) 2.3.3, 3.0 and 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the HTTP GET request.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:49.420,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1545,Analyzed,"Macromedia JRun 3.0 and 3.1 appends the jsessionid to URL requests (a.k.a. rewriting) when client browsers have cookies enabled, which allows remote attackers to obtain session IDs and hijack sessions via HTTP referrer fields or sniffing.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:49.560,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1546,Analyzed,"Pathways Homecare 6.5 uses weak encryption for user names and passwords, which allows local users to gain privileges by recovering the passwords from the pwhc.ini file.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-326'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2024-02-14T16:55:45.970,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,1.8,5.9
CVE-2001-1547,Analyzed,"Outlook Express 6.0, with ""Do not allow attachments to be saved or opened that could potentially be a virus"" enabled, does not block email attachments from forwarded messages, which could allow remote attackers to execute arbitrary code.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:49.857,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1548,Analyzed,ZoneAlarm 2.1 through 2.6 and ZoneAlarm Pro 2.4 and 2.6 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:49.997,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1549,Analyzed,Tiny Personal Firewall 1.0 and 2.0 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:50.153,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1550,Modified,"CentraOne 5.2 and Centra ASP with basic authentication enabled creates world-writable base64 encoded log files, which allows local users to obtain cleartext passwords from decoded log files and impersonate users.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2017-07-11T01:29:10.603,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1551,Analyzed,"Linux kernel 2.2.19 enables CAP_SYS_RESOURCE for setuid processes, which allows local users to exceed disk quota restrictions during execution of setuid programs.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:50.450,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1552,Analyzed,ssdpsrv.exe in Windows ME allows remote attackers to cause a denial of service by sending multiple newlines in a Simple Service Discovery Protocol (SSDP) message.  NOTE: multiple replies to the original post state that the problem could not be reproduced.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-10T19:10:56.397,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1553,Analyzed,"Buffer overflow in setiathome for SETI@home 3.03, if installed setuid, could allow local users to execute arbitrary code via long command line options (1) socks_server, (2) socks_user, and (3) socks_passwd. NOTE: since the default configuration of setiathome is not setuid, perhaps this issue should not be included in CVE.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:50.747,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1554,Analyzed,"IBM AIX 430 does not properly unlock IPPMTU_LOCK, which allows remote attackers to cause a denial of service (hang) via Path Maximum Transmit Unit (PMTU) IP packets.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:50.887,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1555,Analyzed,"pt_chmod in Solaris 8 does not call fdetach to reset terminal privileges when users log out of terminals, which allows local users to write to other users' terminals by modifying the ACL of a TTY.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2018-10-30T16:25:37.090,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1556,Analyzed,"The log files in Apache web server contain information directly supplied by clients and does not filter or quote control characters, which could allow remote attackers to hide HTTP requests and spoof source IP addresses when logs are viewed with UNIX programs such as cat, tail, and grep.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-532'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2020-10-14T16:51:00.940,2.0,AV:N/AC:L/Au:N/C:N/I:P/A:N,NETWORK,LOW,NONE,NONE,PARTIAL,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1557,Analyzed,Buffer overflow in ftpd in IBM AIX 4.3 and 5.1 allows attackers to gain privileges.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:51.310,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1558,Analyzed,Unknown vulnerability in IP defragmenter (frag2) in Snort before 1.8.3 allows attackers to cause a denial of service (crash).,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:51.450,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1559,Analyzed,"The uipc system calls (uipc_syscalls.c) in OpenBSD 2.9 and 3.0 provide user mode return instead of versus rval kernel mode values to the fdrelease function, which allows local users to cause a denial of service and trigger a null dereference.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-476'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2024-02-16T14:16:33.690,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,1.8,3.6
CVE-2001-1560,Analyzed,Win32k.sys (aka Graphics Device Interface (GDI)) in Windows 2000 and XP allows local users to cause a denial of service (system crash) by calling the ShowWindow function after receiving a WM_NCCREATE message.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2019-04-30T14:27:13.710,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1561,Analyzed,Buffer overflow in Xvt 2.1 in Debian Linux 2.2 allows local users to execute arbitrary code via long (1) -name and (2) -T arguments.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:51.903,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1562,Modified,Format string vulnerability in nvi before 1.79 allows local users to gain privileges via format string specifiers in a filename.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2016-10-18T02:15:21.223,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1563,Modified,"Unknown vulnerability in Tomcat 3.2.1 running on HP Secure OS for Linux 1.0 allows attackers to access servlet resources.  NOTE: due to the vagueness of the vendor advisory, it is not clear whether this issue is already covered by other CVE identifiers.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2017-07-11T01:29:10.663,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1564,Modified,"setrlimit in HP-UX 10.01, 10.10, 10.24, 10.20, 11.00, 11.04 and 11.11 does not properly enforce core file size on processes after setuid or setgid privileges are dropped, which could allow local users to cause a denial of service by exhausting available disk space.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2017-10-12T01:29:00.257,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1565,Analyzed,"Point to Point Protocol daemon (pppd) in MacOS x 10.0 and 10.1 through 10.1.5 provides the username and password on the command line, which allows local users to obtain authentication information via the ps command.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:52.513,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1566,Analyzed,Format string vulnerability in libvanessa_logger 0.0.1 in Perdition 0.1.8 allows remote attackers to execute arbitrary code via format string specifiers in the __vanessa_logger_log function.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:52.670,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1567,Modified,"Lotus Domino server 5.0.9a and earlier allows remote attackers to bypass security restrictions and view Notes database files and possibly sensitive Notes template files (.ntf) via an HTTP request with a large number of ""+"" characters before the .nsf file extension, which are converted to spaces by Domino.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2016-10-18T02:15:22.413,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1568,Analyzed,"CMG WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:52.980,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:N,NETWORK,LOW,NONE,PARTIAL,PARTIAL,NONE,6.4,10.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1569,Analyzed,"Openwave WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.123,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:N,NETWORK,LOW,NONE,PARTIAL,PARTIAL,NONE,6.4,10.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1570,Analyzed,"Windows XP with fast user switching and account lockout enabled allows local users to deny user account access by setting the fast user switch to the same user (self) multiple times, which causes other accounts to be locked out.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.263,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1571,Analyzed,"The Remote Desktop client in Windows XP sends the most recent user account name in cleartext, which could allow remote attackers to obtain terminal server user account names via sniffing.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.420,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1572,Analyzed,"The MAC module in Netfilter in Linux kernel 2.4.1 through 2.4.11, when configured to filter based on MAC addresses, allows remote attackers to bypass packet filters via small packets.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.560,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1573,Analyzed,Buffer overflow in smtpscan.dll for Trend Micro InterScan VirusWall 3.51 for Windows NT has allows remote attackers to execute arbitrary code via a certain configuration parameter.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.730,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2001-1574,Analyzed,Buffer overflow in (1) HttpSaveCVP.dll and (2) HttpSaveCSP.dll in Trend Micro InterScan VirusWall 3.5.1 allows remote attackers to execute arbitrary code.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-12-31T05:00:00.000,2008-09-05T20:26:53.873,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
